,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,1,48,712462,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
1,2,spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,"Manu Gavassi, Gloria Groove",Deve ser horrível dormir sem mim,Universal Music Ltda.,2,2,5,537129,6Q9NH5cNBY58nJkp5Jbs9j,0.8534,0.011,0.956,0.033
2,3,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,2,4,60,492420,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
3,4,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,3,61,469092,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
4,5,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,Pineapple StormTV,2,5,46,430568,2fmeSswdyVq4wcqhY41UHk,0.0,0.0,1.0,0.0
5,6,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,6,103,385925,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
6,7,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,6,8,86,376276,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
7,8,spotify:track:51uXmhqGR76tT2UeKZyeN6,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,6,7,47,375565,51uXmhqGR76tT2UeKZyeN6,0.9186,0.0,0.96,0.04
8,9,spotify:track:7pDcS0EVMJR0YwjXmHcCRg,"Luísa Sonza, Mc Zaac",TOMA,Universal Music Ltda.,9,11,26,355036,7pDcS0EVMJR0YwjXmHcCRg,-0.9081,0.044,0.956,0.0
9,10,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,9,9,64,353019,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
10,11,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,10,229,346815,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
11,12,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,4,13,173,340051,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
12,13,spotify:track:6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,Deus é por nós,WM Brazil,13,15,72,338811,6jcGoHrqfRW6fI2I6xtwBQ,-0.5267,0.01,0.99,0.0
13,14,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,14,153,337830,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
14,15,spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,WM Brazil,15,18,44,336091,0hDphSo7vI7gCjEPpD6gu0,-0.296,0.008,0.992,0.0
15,16,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,8,12,79,334769,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
16,17,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,19,75,334017,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
17,18,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,7,17,264,309124,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
18,19,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,16,22,196,295581,6UelLqGlWMcVH1E5c4H7lY,0.9584,0.0,0.912,0.088
19,20,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,15,21,89,290714,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
20,21,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,24,161,290500,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
21,22,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,20,208,288512,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
22,23,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,23,32,19,285188,4Oun2ylbjFKMPTiaSbbCih,0.6808,0.05,0.875,0.075
23,24,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,25,200,282794,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
24,25,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,23,161,279119,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
25,26,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,23,30,110,278974,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
26,27,spotify:track:0v1x6rN6JHRapa03JElljE,BTS,Dynamite,BIGHIT MUSIC,5,16,5,273416,0v1x6rN6JHRapa03JElljE,0.9955,0.029,0.815,0.156
27,28,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,26,229,268810,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
