,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,1,35,572979,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
1,2,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,2,7,450524,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
2,3,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,3,140,412095,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
3,4,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,5,35,395506,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
4,5,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,4,93,394481,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
5,6,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,6,85,391228,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
6,7,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,7,196,378855,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
7,8,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,8,161,374992,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
8,9,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,5,9,105,360559,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
9,10,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,10,93,357609,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
10,11,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,11,161,355213,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
11,12,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,12,132,344140,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
12,13,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,13,196,339543,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
13,14,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,14,231,319119,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
14,15,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,8,15,196,319042,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
15,16,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,16,231,318507,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
16,17,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,8,17,112,292027,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
17,18,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,3,18,95,279651,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
18,19,spotify:track:5PNvgiKSwMdjBsDsgFCFLX,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Spinnin' Deep,12,19,77,269504,5PNvgiKSwMdjBsDsgFCFLX,0.863,0.054,0.872,0.074
19,20,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,15,21,77,267090,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
20,21,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,23,199,264099,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
21,22,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,16,24,63,260864,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
22,23,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,13,20,102,259309,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
23,24,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,17,22,174,258411,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
24,25,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,1,25,28,246557,7ju97lgwC2rKQ6wwsf9no9,0.9986,0.037,0.867,0.095
25,26,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,27,210,237935,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
26,27,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,26,26,42,233361,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
27,28,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,29,252,230837,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
28,29,spotify:track:0j1tGcJJfq1nIs4i5GoHXv,Luan Santana,ASAS,LS Music,28,28,5,228359,0j1tGcJJfq1nIs4i5GoHXv,0.9584,0.0,0.935,0.065
29,30,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),22,32,189,224230,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
