,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,1,40,673680,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
1,2,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,1,2,22,652275,0YqTL3nSL36OFdHwHoqCag,-0.9796,0.114,0.849,0.037
2,3,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,3,244,536321,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
3,4,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,3,4,61,511066,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
4,5,spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,k+ produçoes,1,5,56,498187,7qmnP8Woc47dLSrMD5MxL1,0.0,0.0,1.0,0.0
5,6,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,3,6,61,492339,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
6,7,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,2,7,208,454132,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
7,8,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,3,8,138,451725,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
8,9,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,9,200,437428,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
9,10,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,10,10,17,426391,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
10,11,spotify:track:187Pge0WmJNoS73kaIORSE,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,11,180,394324,187Pge0WmJNoS73kaIORSE,-0.5267,0.038,0.962,0.0
11,12,spotify:track:7lJoRyuNJtuiqTcKtuMuIR,MC Hariel,Maçã Verde,GR6 Music,12,12,69,391197,7lJoRyuNJtuiqTcKtuMuIR,0.0,0.0,1.0,0.0
12,13,spotify:track:6WXglvTFRmjlHHhgjYMNif,"MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima",Ilusão (Cracolândia),GR6 Music,1,14,61,370697,6WXglvTFRmjlHHhgjYMNif,-0.9749,0.032,0.968,0.0
13,14,spotify:track:1X0MaGErD8rcspqQs9s2m0,Zé Felipe,Só Tem Eu,Som Livre,3,13,94,362777,1X0MaGErD8rcspqQs9s2m0,0.9932,0.009,0.801,0.19
14,15,spotify:track:3vu864xi5Xis9VfOsJpmXu,LUDMILLA,Rainha da Favela,WM Brazil,7,15,62,356455,3vu864xi5Xis9VfOsJpmXu,-0.9966,0.217,0.783,0.0
15,16,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,16,18,89,350137,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
16,17,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,16,68,349326,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
17,18,spotify:track:2R1OgezGfBMeiAcMpJ1EkH,Zé Vaqueiro,Letícia,Sony Music Entertainment,12,17,77,346767,2R1OgezGfBMeiAcMpJ1EkH,0.7777,0.016,0.948,0.036
18,19,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,13,19,145,334247,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
19,20,spotify:track:1nDCZBI8MaHXI2f36dnQyG,Tierry,Rita,Tierry,4,20,117,321874,1nDCZBI8MaHXI2f36dnQyG,-0.5267,0.023,0.977,0.0
20,21,spotify:track:42P3wMiPfXQM93TYZotuPQ,Gusttavo Lima,De Menina pra Mulher - Ao Vivo,Sony Music Entertainment,3,21,117,318087,42P3wMiPfXQM93TYZotuPQ,0.9581,0.0,0.943,0.057
21,22,spotify:track:5ra6CI0pEzqjxPEZeBz0d7,Hungria Hip Hop,Amor e Fé - Acústico,Hungria Hip Hop,17,23,142,312583,5ra6CI0pEzqjxPEZeBz0d7,0.9895,0.008,0.923,0.069
22,23,spotify:track:7J3QMuDCSv56jRSiD9jFBF,"Eric Land, Xand Avião",Cidade Inteira,Eric Land,5,22,192,308164,7J3QMuDCSv56jRSiD9jFBF,0.9943,0.0,0.84,0.16
23,24,spotify:track:0eoMMLrWtXbLk64baeESkc,"Marcos & Belutti, Jorge & Mateus",Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,Sony Music Entertainment,21,24,124,305870,0eoMMLrWtXbLk64baeESkc,0.6808,0.013,0.962,0.025
24,25,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,25,40,3,297596,7lPN2DXiMsVn7XUKtOW1CS,0.6398,0.114,0.772,0.114
25,26,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,5,26,219,288728,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
26,27,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,26,27,47,286312,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
27,28,spotify:track:59kRq8rb5uJCrSYYbGCk7o,MC Rogerinho,Só Você,MC Rogerinho,3,28,156,284921,59kRq8rb5uJCrSYYbGCk7o,0.0,0.0,1.0,0.0
28,29,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,25,188,284093,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
29,30,spotify:track:2QCwoYDn4DRfjs4NhW2KpO,"João Bosco e Gabriel, Humberto & Ronaldo",Alô Ex-Amor - Ao Vivo,João Bosco e Gabriel,10,29,140,279896,2QCwoYDn4DRfjs4NhW2KpO,0.0,0.0,1.0,0.0
30,31,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,17,32,382,279263,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
31,32,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,12,31,229,278699,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
32,33,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,4,30,322,274557,3dPvQLKl42dMYWV4LWRTLK,-0.7959,0.036,0.964,0.0
33,34,spotify:track:64I6t2tuUGnIlaDIzHJ6YI,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,4,33,187,273207,64I6t2tuUGnIlaDIzHJ6YI,0.9186,0.0,0.96,0.04
34,35,spotify:track:3S2iI46NmKyZsoxs2NByIP,"Tarcísio do Acordeon, Vitor Fernandes",Nêga,Sua Música,26,34,90,269039,3S2iI46NmKyZsoxs2NByIP,0.9136,0.0,0.916,0.084
35,37,spotify:track:6juD9PQwAPvuXYIAE2gjhO,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,35,369,259257,6juD9PQwAPvuXYIAE2gjhO,0.9798,0.0,0.907,0.093
36,38,spotify:track:3KfyRuNdcCGsZb15sqrXDA,"Mc Talibã, MC 3L",Um Sabadão Desse Uma Lua Dessa,FW MUSIC,27,36,92,257299,3KfyRuNdcCGsZb15sqrXDA,0.0,0.0,1.0,0.0
37,39,spotify:track:1UF3sCkxXH4OE7ja83GRzj,Gusttavo Lima,Espetinho - Ao Vivo,Sony Music Entertainment,24,37,54,256132,1UF3sCkxXH4OE7ja83GRzj,0.9804,0.0,0.898,0.102
