,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,2,40,838299,27X3qzgB0Show6qfw5wNOK,-0.7622,0.022,0.978,0.0
1,2,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,1,95,822619,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
2,3,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,3,123,735842,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
3,4,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,4,74,643434,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
4,5,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,3,6,172,606519,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
5,6,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,1,12,51,599509,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
6,7,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,6,7,81,587982,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
7,8,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,5,278,585364,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
8,9,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,3,10,95,568441,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
9,10,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,10,13,19,560064,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
10,11,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,5,16,67,550339,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
11,12,spotify:track:1O74aTse7W5hd2rAvnEVaW,"Jeff Costa, Mc Danny",Xerecard,Love Funk & Adm Mídias Brasil,9,9,39,548559,1O74aTse7W5hd2rAvnEVaW,-0.9655,0.05,0.95,0.0
12,13,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,2,8,242,530817,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
13,14,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,11,102,493370,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
14,15,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,1,17,56,474753,0YqTL3nSL36OFdHwHoqCag,-0.9796,0.114,0.849,0.037
15,16,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,13,14,179,441074,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
16,17,spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,k+ produçoes,1,15,90,426246,7qmnP8Woc47dLSrMD5MxL1,0.0,0.0,1.0,0.0
17,18,spotify:track:7lJoRyuNJtuiqTcKtuMuIR,MC Hariel,Maçã Verde,GR6 Music,9,19,103,419174,7lJoRyuNJtuiqTcKtuMuIR,0.0,0.0,1.0,0.0
18,19,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,18,234,393969,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
19,20,spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,18,20,71,383360,2pBEAodCImE4LgbKAG4bfz,0.9517,0.0,0.941,0.059
20,21,spotify:track:1Cqg0nJOZRyvltkof8tjqA,Simone & Simaria,Foi Pá Pum,"UMG Recordings, Inc.",21,24,81,352789,1Cqg0nJOZRyvltkof8tjqA,0.9537,0.021,0.913,0.066
21,22,spotify:track:52yvnBV90B2ZUC5b25cFer,Gusttavo Lima,Espetinho - Ao Vivo,Sony Music Entertainment,19,22,88,351144,52yvnBV90B2ZUC5b25cFer,0.9804,0.0,0.898,0.102
22,23,spotify:track:35qOGx1CWvCkQFOv4BkVIV,Os Barões Da Pisadinha,Esquema Preferido - Ao Vivo,Sony Music Entertainment,21,21,25,348980,35qOGx1CWvCkQFOv4BkVIV,-0.5803,0.021,0.979,0.0
23,24,spotify:track:0DlHQxrVijRqVUfuS6PKaY,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),Sony Music Entertainment,24,36,25,335942,0DlHQxrVijRqVUfuS6PKaY,0.0,0.0,1.0,0.0
