,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,2,33,735817,27X3qzgB0Show6qfw5wNOK,-0.7622,0.022,0.978,0.0
1,2,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,1,88,660293,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
2,3,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,1,10,44,608702,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
3,4,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,3,116,607264,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
4,5,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,5,67,540582,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
5,6,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,5,14,60,516142,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
6,7,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,3,6,165,505130,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
7,8,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,4,271,485738,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
8,9,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,3,8,88,481881,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
9,10,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,6,7,74,481122,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
10,11,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,1,17,49,429049,0YqTL3nSL36OFdHwHoqCag,-0.9796,0.114,0.849,0.037
11,12,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,2,9,235,414293,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
12,13,spotify:track:1O74aTse7W5hd2rAvnEVaW,"Jeff Costa, Mc Danny",Xerecard,Love Funk & Adm Mídias Brasil,10,11,32,408077,1O74aTse7W5hd2rAvnEVaW,-0.9655,0.05,0.95,0.0
13,14,spotify:track:7lJoRyuNJtuiqTcKtuMuIR,MC Hariel,Maçã Verde,GR6 Music,9,19,96,369820,7lJoRyuNJtuiqTcKtuMuIR,0.0,0.0,1.0,0.0
14,15,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,12,95,361852,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
15,16,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,13,13,172,338381,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
16,17,spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,k+ produçoes,1,15,83,332402,7qmnP8Woc47dLSrMD5MxL1,0.0,0.0,1.0,0.0
17,18,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,16,227,320482,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
18,19,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,17,56,409,318108,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
